Id;Player;Team;Timestamp;Pass Start;Pass End
217028173;F. Magnanelli;Sassuolo;0.77;0.12;1.63
217028175;F. Acerbi;Sassuolo;3.07;2.62;5.6
217028162;R. Gagliardini;Internazionale;5.7;5.7;6.83
217028184;F. Magnanelli;Sassuolo;7.31;7.01;7.78
217028186;D. Berardi;Sassuolo;8.11;7.86;8.94
217028198;F. Magnanelli;Sassuolo;15.75;15.65;16.54
217028200;Pol Lirola;Sassuolo;18.39;17.99;20.39
217028167;M. \u0160kriniar;Internazionale;36.03;35.48;37.54
217028168;S. Handanovi\u010d;Internazionale;37.75;38.72;40.22
217028169;M. Brozovi\u0107;Internazionale;40.29;41.09;42.8
217028170;D. D'Ambrosio;Internazionale;42.61;42.81;43.46
217028171;I. Peri\u0161i\u0107;Internazionale;44.49;44.48;45.33
217028172;D. D'Ambrosio;Internazionale;46.93;46.68;47.3
217028174;M. Brozovi\u0107;Internazionale;47.94;47.39;50.43
217028176;Jo\u00e3o Miranda;Internazionale;50.38;50.55;52.88
217028177;S. Handanovi\u010d;Internazionale;53.75;53.97;55.54
217028179;M. \u0160kriniar;Internazionale;61.39;61.08;62.83
217028180;Jo\u00e3o Miranda;Internazionale;63.84;63.76;64.84
217028182;R. Gagliardini;Internazionale;64.58;64.87;66.65
217028183;Jo\u00e3o Cancelo;Internazionale;69.4;69.96;71.69
217028185;R. Gagliardini;Internazionale;70.88;71.67;72.72
217028187;Jo\u00e3o Cancelo;Internazionale;74.4;74.45;75.25
217028190;A. Candreva;Internazionale;76.58;76.38;78.07
217028213;E. Goldaniga;Sassuolo;78.33;78.12;79.74
217028192;Borja Valero;Internazionale;80.61;80.11;81.14
217028197;M. \u0160kriniar;Internazionale;116.04;113.94;116.27
217028199;Borja Valero;Internazionale;116.88;117.54;118.34
217028234;F. Magnanelli;Sassuolo;120.78;120.04;121.14
217028237;S. Missiroli;Sassuolo;122.4;122.15;124.26
217028204;D. D'Ambrosio;Internazionale;125.35;124.8;126.78
217028205;Jo\u00e3o Miranda;Internazionale;126.83;127.83;129.33
217028206;R. Gagliardini;Internazionale;131.23;131.7;136.02
217028207;M. \u0160kriniar;Internazionale;135.53;136.2;137.65
217028209;Jo\u00e3o Cancelo;Internazionale;139.23;140.09;141.26
217028210;Borja Valero;Internazionale;141.19;142.04;142.89
217028212;Jo\u00e3o Miranda;Internazionale;148.03;147.83;149.24
217028214;Borja Valero;Internazionale;149.0;149.5;150.25
217028216;D. D'Ambrosio;Internazionale;154.92;154.22;156.07
217028217;Jo\u00e3o Miranda;Internazionale;158.0;158.75;163.44
217028218;I. Peri\u0161i\u0107;Internazionale;163.66;163.72;166.72
217028249;S. Missiroli;Sassuolo;168.59;168.49;171.27
